#ID,2dD,2dQ,2dW,4dD,4dQ,4dW,geneLength
GB52413,0,2,0,2,2,2,2055
GB52414,2,2,0,0,2,2,2008
GB52415,0,0,0,0,2,0,2055
GB52416,0,0,0,0,2,2,3425
GB52417,318,474,466,428,362,426,5644
GB52418,6,6,12,8,6,12,299
GB52419,114,118,142,118,122,150,707
GB52420,342,366,324,346,422,294,1562
GB52421,350,358,350,316,326,276,2540
GB52422,730,760,694,804,1022,954,2267
GB52423,110,102,124,114,110,112,2653
GB52424,2854,1706,2392,2874,2688,6558,5532
GB52425,2,0,2,0,0,0,238
GB52426,1908,2042,1760,1836,1432,1416,10416
GB52427,2850,2304,2152,1804,1734,1754,5046
GB52428,6,4,4,12,4,6,417
GB52429,406,270,360,438,354,446,9399
GB52430,1856,1060,1272,1556,2330,2402,6456
GB52433,638,834,736,644,854,810,2877
GB52435,3418,3516,3196,4166,4024,3692,4079
GB52436,3936,3400,3182,3020,2580,2246,5500
GB52437,192,272,248,178,186,178,1877
GB52438,2838,2346,2548,3006,2818,3798,4302
GB52439,76,72,70,66,58,56,1544
GB52440,0,0,2,0,0,0,612
GB52441,362,312,348,322,470,466,14493
GB52443,0,2,0,0,0,2,270
GB52444,0,0,0,0,0,0,177
GB52445,0,2,0,0,2,2,768
GB52446,550,468,490,482,340,504,2224
GB52447,314,402,412,222,40,270,1399
GB52448,62,70,74,84,4,18,3679
GB52449,4,2,4,4,4,4,1134
GB52450,2,2,0,2,0,0,365
GB52451,6,2,2,2,2,2,1080
GB52452,0,0,0,0,0,0,198
GB52453,378,446,482,364,210,224,6283
GB52454,224,610,250,276,1004,394,1729
GB52455,244,286,300,350,420,478,3067
GB52456,206,252,242,220,216,212,2926
GB52457,1010,1172,1356,498,380,322,7043
GB52458,742,806,828,918,1032,1300,1694
GB52460,0,2,0,0,0,0,141
GB52461,0,0,0,0,0,0,360
GB52462,222,274,274,200,152,122,2895
GB52463,182,74,130,88,36,48,2450
GB52465,2,0,2,2,2,2,1980
GB52466,30,32,50,6,24,34,1460
GB52467,132,68,104,36,52,68,1201
GB52468,706,744,740,828,1334,1124,490
GB52469,1588,1006,1010,1178,1066,802,3272
GB52470,142,154,186,152,150,160,468
GB52472,2046,2064,1756,1844,1596,1406,10102
GB52473,220,254,254,228,204,180,2922
GB52474,0,0,0,0,0,0,156
GB52475,0,0,0,0,0,0,129
GB52477,0,0,0,0,0,0,204
GB52479,0,0,0,0,0,0,126
GB52481,0,0,0,0,0,0,117
GB52484,0,0,0,0,0,0,144
GB52485,0,0,0,0,0,0,144
GB52486,2,0,0,2,2,2,351
GB52488,400,520,308,452,478,496,1790
GB52490,0,0,0,0,2,0,102
GB52492,7668,8814,11448,4782,3464,4592,25026
GB52494,184,70,50,178,64,110,12062
GB52495,4,2,2,2,2,2,2169
GB52496,228,388,324,476,644,886,1206
GB52497,2886,2834,3134,3222,4412,3256,1451
GB52498,1086,1758,1358,1554,2296,2172,2715
GB52500,5234,5162,5456,4984,5000,3910,1488
GB52501,64,88,118,66,58,50,1359
GB52503,504,436,480,418,480,380,3173
GB52504,48,30,28,30,44,30,2571
GB52505,60,28,44,60,40,44,1038
GB52506,186,210,246,222,250,306,906
GB52507,470,508,522,532,440,390,3276
GB52508,292,180,168,142,146,142,4438
GB52509,0,0,0,0,0,0,396
GB52510,310,286,278,292,298,236,3187
GB52511,86,110,110,148,150,210,1065
GB52512,5346,6530,6258,6160,8640,8316,620
GB52513,496,534,502,576,810,740,730
GB52514,28,36,48,32,26,30,1231
GB52515,434,306,254,532,362,260,930
GB52516,436,430,396,416,482,444,1241
GB52517,84,84,78,72,90,76,2753
GB52518,2,2,2,0,2,2,270
GB52519,2638,2098,2110,2468,3296,2888,3733
GB52521,2,2,0,0,2,2,527
GB52522,0,0,0,0,0,0,261
GB52523,110,50,40,54,30,24,5016
GB52524,6,6,2,4,4,2,639
GB52525,2,4,2,2,2,2,918
GB52526,1660,1548,1220,1454,1714,1116,1834
GB52527,702,488,406,518,692,424,675
GB52528,2310,3376,3328,3244,3898,4494,4548
GB52530,462,604,552,574,726,646,1559
GB52531,8102,7706,6458,8198,11884,8334,1080
GB52532,708,750,892,846,682,740,1264
GB52533,0,0,0,0,0,0,129
GB52534,0,0,0,0,0,0,114
GB52535,0,0,0,0,0,0,689
GB52536,1388,1836,1690,1694,1446,1444,7950
GB52537,1518,1952,1822,2542,1924,2724,6384
GB52539,96,152,150,150,152,212,2157
GB52540,0,0,0,0,0,2,594
GB52541,1452,1744,1462,1990,1708,1692,4690
GB52542,94,60,78,90,80,84,2747
GB52545,0,0,0,0,0,0,285
GB52546,0,0,0,0,0,0,222
GB52547,0,0,0,0,0,0,282
GB52548,0,0,0,0,0,0,195
GB52549,2,8,4,2,2,2,720
GB52550,0,0,0,0,0,0,231
GB52551,0,0,0,0,2,0,345
GB52552,0,2,2,0,0,0,875
GB52553,196,258,146,372,20,54,2129
GB52554,4568,2626,3366,3674,1994,3330,13458
GB52557,5290,4770,5042,6994,7760,7680,4587
GB52558,668,688,652,926,830,1004,2625
GB52560,148,298,236,178,154,160,2110
GB52561,0,0,0,0,0,0,420
GB52562,0,2,2,0,0,0,1037
GB52563,5996,4762,5136,5642,5720,6058,7331
GB52564,0,0,0,0,0,0,261
GB52565,2,2,0,2,0,2,276
GB52566,8,8,6,4,6,6,1905
GB52567,644,650,616,638,664,584,3836
GB52568,1170,1476,1460,1164,1108,1168,3560
GB52569,2,2,2,2,2,2,2037
GB52570,0,0,0,0,0,0,126
GB52571,16206,11828,15914,4166,16948,8616,1172
GB52572,0,0,0,0,0,0,228
GB52573,0,0,0,0,0,0,282
GB52574,358,398,426,392,380,408,7981
GB52576,104,130,134,102,98,98,2244
GB52577,216,356,314,256,304,266,1591
GB52579,0,0,0,0,0,0,186
GB52580,0,0,0,0,0,0,363
GB52581,28,26,16,22,20,20,153
GB52582,544,294,484,306,234,346,5518
GB52583,20,14,22,16,8,16,3303
GB52584,54,18,38,26,14,22,3746
GB52587,82,96,82,86,120,96,1583
GB52588,642,572,678,662,620,586,8553
GB52589,1436,1294,1302,976,778,698,5315
GB52590,93304,22636,34580,49760,22064,30720,8014
GB52591,434,432,542,428,236,356,4118
GB52592,414,576,546,572,484,464,6038
GB52594,0,0,0,0,0,0,207
GB52595,1270,558,848,752,228,578,10438
GB52596,498,298,534,344,126,366,5488
GB52597,36,18,28,28,12,16,2239
GB52598,1490,1318,1112,1804,4916,2298,1996
GB52599,1210,484,694,952,672,1010,13505
GB52602,6148,3954,4560,3850,2730,4320,13311
GB52605,0,0,0,0,2,0,222
GB52606,0,0,0,0,0,0,789
GB52607,0,0,0,0,0,0,444
GB52609,2416,1274,1464,1180,634,656,8490
GB52612,2800,3474,3140,2804,2480,2510,13165
GB52614,560,526,558,526,496,410,3773
GB52616,1316,1422,1290,1294,1354,1300,2044
GB52617,2474,2742,1604,1974,2090,1030,8278
GB52619,206,238,248,240,232,276,2793
GB52620,146,110,182,270,372,400,3325
GB52621,624,700,728,682,668,554,7656
GB52622,0,0,0,0,2,2,177
GB52623,2824,1694,2096,1708,1070,1610,5275
GB52626,8,6,6,6,4,8,1764
GB52627,148,174,184,174,262,246,2880
GB52628,1378,1448,1430,1524,1634,1464,5863
GB52629,4,4,4,4,6,6,1812
GB52630,16,14,16,14,18,14,660
GB52631,306,368,312,460,640,496,1949
GB52632,102,112,110,136,110,130,620
GB52633,346,226,210,552,586,642,1830
GB52635,26,34,34,114,382,220,1087
GB52636,728,626,596,420,982,696,3571
GB52637,224,240,254,214,246,230,1946
GB52638,138,166,210,168,180,206,1343
GB52639,8,8,10,10,10,12,1029
GB52640,62,84,72,84,104,106,2819
GB52641,578,882,696,1108,1640,1890,3944
GB52643,706,602,600,762,646,528,3066
GB52644,564,624,656,764,1148,1060,612
GB52645,1562,1704,1554,1424,1424,1356,2405
GB52646,128,134,132,118,148,90,809
GB52647,92,92,92,86,114,82,375
GB52648,386,628,528,476,464,520,6118
GB52651,774,870,810,820,726,662,3871
GB52652,132,156,164,78,62,54,1459
GB52653,1278,1538,1352,1250,1802,1460,1610
GB52654,16,8,14,8,12,6,1879
GB52655,804,848,872,1030,904,1216,4758
GB52656,3936,4984,4052,2344,5496,8296,921
GB52657,2,6,8,4,32,30,985
GB52658,478,852,778,486,620,970,3216
GB52659,404,448,524,422,570,396,2127
GB52661,266,260,240,252,196,180,4949
GB52662,550,734,828,688,560,710,2084
GB52663,8,6,6,6,4,6,360
GB52664,0,0,0,0,0,0,189
GB52665,2,2,0,2,2,2,327
GB52666,190,434,204,928,10,26,4254
GB52667,108,76,102,58,286,102,2388
GB52668,2,0,0,0,0,0,541
GB52669,0,0,0,0,0,0,138
GB52670,16,12,16,20,14,28,216
GB52671,956,838,1032,1430,1170,1752,1959
GB52673,382,470,528,460,348,388,6350
GB52674,160,156,136,162,200,166,1329
GB52675,2626,2534,2400,2504,2742,2218,1522
GB52676,414,566,546,572,528,526,7144
GB52677,1100,1026,1038,868,728,596,4733
GB52678,186,194,170,190,76,98,4691
GB52680,28,26,34,28,18,22,1888
GB52681,116,98,114,46,54,64,3073
GB52682,0,0,0,2,0,0,231
GB52684,1342,2100,1780,1644,2288,1904,3231
GB52686,230,280,282,414,444,494,4493
GB52687,358,258,256,304,316,268,2807
GB52688,3254,2402,2526,2522,2750,2204,3716
GB52689,660,394,406,502,558,386,3507
GB52690,192,278,312,268,312,338,558
GB52691,358,450,418,302,208,202,3834
GB52692,322,386,386,316,310,270,2202
GB52693,158,146,152,194,138,130,705
GB52694,2138,2224,2148,2412,2948,2822,1413
GB52695,152,176,174,176,242,220,1899
GB52696,196,274,274,250,250,260,1733
GB52697,92,114,134,100,86,86,1520
GB52698,1192,1096,1132,1704,1658,2330,1165
GB52700,18,4,10,12,8,10,1068
GB52701,1106,822,852,1412,1228,1326,7139
GB52702,618,324,690,2544,1602,2760,2283
GB52703,1424,1492,1268,1418,1522,1262,2458
GB52705,4,4,4,2,6,4,630
GB52706,1350,1490,1186,1804,22,144,4864
GB52707,2934,1588,1872,1360,574,768,10860
GB52710,470,1448,536,1336,2870,2166,3656
GB52711,4,2,2,2,10,2,1154
GB52712,2802,2886,1894,3092,4350,3522,6637
GB52717,840,1170,1058,1156,1252,1378,3401
GB52718,66,44,56,22,12,18,4902
GB52719,52,48,66,16,24,42,2477
GB52720,0,0,0,0,0,0,198
GB52721,108,150,74,152,32,96,2591
GB52722,1214,1096,852,1120,560,566,8226
GB52724,12016,11240,11230,13450,23506,12108,3059
GB52725,518,556,486,466,518,400,2934
GB52726,1028,1274,1164,1038,1078,912,3877
GB52728,8376,9412,8796,9054,11274,9770,1704
GB52729,1728,2290,1924,2206,2796,2712,2047
GB52730,26,36,38,30,24,30,1030
GB52731,92,72,134,136,90,152,1095
GB52733,0,0,0,0,0,0,99
GB52734,2210,1920,2300,2734,2478,3370,3704
GB52736,24676,25234,23210,27688,40458,29020,3772
GB52737,160,182,170,170,186,188,3709
GB52738,3394,4526,3546,4140,5032,4430,3328
GB52740,214,76,94,238,42,136,1488
GB52741,246,186,254,158,210,192,4785
GB52742,1942,1226,1314,1042,776,748,4945
GB52743,2796,1896,2030,1910,1396,1698,11339
GB52744,444,860,726,522,452,440,1715
GB52745,534,536,574,566,556,504,1272
GB52746,340,354,256,276,238,188,4020
GB52747,32,30,44,44,48,44,1206
GB52748,10,10,10,24,10,18,1666
GB52749,72,98,102,84,88,100,1458
GB52750,600,994,688,572,626,496,943
GB52751,1310,1492,1502,1390,1482,1586,4716
GB52752,12,10,12,8,12,10,1428
GB52753,220,230,220,290,448,306,1192
GB52754,166,232,218,202,220,216,1850
GB52755,126,166,194,182,214,226,1995
GB52756,13854,6272,7748,14070,10674,10648,2017
GB52757,628,762,592,580,748,460,10998
GB52758,6,2,4,2,2,4,2686
GB52760,40,56,34,110,120,82,1880
GB52761,28,24,26,14,16,30,3987
GB52762,56,84,86,106,124,126,3853
GB52763,150,108,116,74,124,70,5720
GB52765,1074,632,864,804,558,798,7586
GB52766,12,4,10,6,6,6,738
GB52768,1282,1200,1016,1398,1450,1554,2825
GB52770,22,24,16,32,42,30,1666
GB52772,0,2,2,2,2,2,390
GB52773,70,48,68,32,30,26,3787
GB52774,2180,2458,1888,1970,2412,1788,3097
GB52775,7384,4304,4714,4578,4870,3748,16452
GB52780,348,392,350,368,444,314,1448
GB52782,2196,2690,2576,2560,3032,2978,2142
GB52784,0,0,0,0,0,0,120
GB52785,4,4,6,8,8,10,1926
GB52786,232,498,398,134,260,126,3502
GB52789,3812,5060,5286,4938,6340,6770,526
GB52790,1538,1320,1408,1772,2122,2028,3710
GB52792,178,188,202,166,162,184,1114
GB52793,680,758,662,712,1194,472,7353
GB52796,100,170,162,146,146,186,1814
GB52797,724,636,602,638,584,452,6037
GB52798,118,170,182,138,108,126,2640
GB52799,322,414,402,356,380,398,2133
GB52800,194,290,288,202,218,208,883
GB52801,412,402,366,460,440,388,2224
GB52802,120,86,72,74,92,90,5014
GB52803,1448,1248,1500,1438,1866,1684,1172
GB52804,164,184,196,240,266,266,1743
GB52805,38,40,52,66,68,108,1575
GB52806,68,90,86,78,70,84,792
GB52808,0,0,0,0,0,0,243
GB52810,340,304,250,154,232,216,3772
GB52812,1186,966,1088,1132,1428,1528,4007
GB52813,52,40,44,50,48,64,2383
GB52814,2,2,2,2,2,2,1497
GB52815,0,0,0,0,0,0,81
GB52816,0,2,0,0,2,0,207
GB52817,4,2,4,12,2,10,276
GB52818,0,0,0,0,0,0,525
GB52819,332,426,480,304,300,438,8397
GB52821,0,0,0,0,0,0,150
GB52822,0,0,0,0,0,2,220
GB52824,24,24,28,8,10,16,1766
GB52825,2,2,4,2,4,2,2157
GB52826,376,416,438,480,374,438,4332
GB52827,1976,1460,1474,1782,1616,1488,3113
GB52829,2910,2156,3058,4744,4730,7282,2611
GB52830,0,0,0,0,0,0,186
GB52831,8,4,6,2,2,4,1454
GB52832,12,4,10,6,4,8,1019
GB52833,26,18,24,48,100,128,1716
GB52834,10,6,6,8,12,8,1239
GB52835,56,28,18,62,46,22,2043
GB52836,214,184,214,114,46,180,488
GB52838,70,54,52,66,114,94,2894
GB52841,12,2,4,8,2,2,1336
GB52842,112,98,146,38,36,54,3714
GB52843,766,256,442,410,244,292,4879
GB52848,6796,5166,5308,5854,6818,5956,19252
GB52849,1288,1620,1206,1296,1328,926,3794
GB52851,386,356,348,364,420,424,3071
GB52853,0,0,2,2,0,2,297
GB52854,1350,1452,1358,572,2194,1952,1522
GB52855,0,2,2,2,2,2,448
GB52856,52,26,32,48,30,30,1208
GB52857,0,0,0,2,2,0,171
GB52858,0,0,0,0,0,0,417
GB52859,0,0,0,0,0,0,1059
GB52860,0,0,0,0,0,0,822
GB52861,0,0,0,0,0,0,432
GB52862,0,0,0,0,0,0,1092
GB52863,8,4,6,4,6,2,438
GB52864,42,24,40,18,10,18,1084
GB52865,0,0,0,0,0,0,537
GB52866,0,0,0,0,0,0,738
GB52867,0,0,0,0,0,0,759
GB52868,0,0,0,0,0,0,408
GB52869,0,0,0,0,0,0,129
GB52870,0,0,0,0,0,0,78
GB52871,0,0,0,0,0,0,219
GB52872,0,0,0,0,0,2,675
GB52873,0,0,0,0,0,0,108
GB52874,0,0,0,0,0,0,207
GB52875,1296,836,698,942,330,466,3507
GB52876,908,502,364,638,208,156,9884
GB52877,152,76,62,168,22,32,3985
GB52878,0,0,2,2,2,2,888
GB52879,70,40,52,52,60,54,2161
GB52881,0,0,0,0,0,0,315
GB52882,440,440,552,510,558,682,3270
GB52883,266,308,302,274,332,284,1564
GB52884,0,0,0,0,0,0,81
GB52885,8,8,6,10,14,10,375
GB52886,0,0,0,0,0,0,2046
GB52887,144,154,148,148,122,110,2226
GB52888,94,158,170,140,106,162,739
GB52889,392,412,382,344,472,338,1973
GB52890,0,2,0,0,2,0,324
GB52891,2,4,4,2,2,2,312
GB52892,40,52,58,52,52,48,395
GB52893,1558,1362,1372,1714,2332,1818,3020
GB52895,1762,1528,1428,1508,1986,596,3460
GB52896,0,0,0,0,0,0,471
GB52897,0,0,0,0,0,0,225
GB52898,0,0,0,0,0,0,114
GB52899,0,0,0,0,0,0,99
GB52900,0,0,0,0,0,0,252
GB52901,0,0,0,0,0,0,114
GB52904,258,302,300,348,292,316,3759
GB52906,1388,1066,1044,1350,1122,1370,11372
GB52908,2,0,0,2,2,2,204
GB52909,232,262,158,142,66,6,518
GB52910,106,54,58,86,74,64,5810
GB52911,220,252,218,242,314,250,1153
GB52912,980,478,750,722,304,672,8048
GB52913,6,2,2,2,2,4,1731
GB52914,0,0,0,0,2,0,894
GB52915,880,968,1050,958,842,990,1286
GB52916,328,304,332,376,288,356,5919
GB52917,906,1210,1070,834,736,734,2226
GB52918,674,658,668,668,694,576,2360
GB52919,140,74,120,64,438,266,3242
GB52921,0,0,0,0,2,0,307
GB52922,50,50,50,62,60,62,1235
GB52923,1420,1182,1484,2968,2992,4348,2004
GB52924,6160,5266,5100,5230,4874,5190,15583
GB52926,2,2,2,2,2,2,2664
GB52927,4,2,2,2,2,2,1038
GB52928,22,18,28,4,6,6,3414
GB52930,4,2,2,2,2,2,348
GB52931,0,0,0,0,0,0,240
GB52932,2,0,0,2,2,0,192
GB52933,640,328,316,306,130,132,9489
GB52934,0,0,0,0,0,0,228
GB52935,0,0,0,0,0,0,243
GB52936,0,0,0,0,0,0,87
GB52937,936,364,454,474,176,204,6563
GB52938,2356,2766,2860,7734,18526,6946,2668
GB52939,0,0,0,0,0,0,168
GB52940,0,0,0,0,0,0,345
GB52941,0,0,0,0,0,0,264
GB52942,0,0,0,0,0,2,210
GB52943,0,0,0,0,0,0,237
GB52944,0,0,0,2,0,0,312
GB52945,3122,2508,2794,3052,2616,2592,13041
GB52949,0,0,0,0,0,0,105
GB52950,0,2,0,0,2,2,366
GB52952,0,0,0,0,0,0,159
GB52953,78,58,84,30,12,16,4238
GB52955,1304,914,640,1108,362,442,4598
GB52956,62,68,84,34,76,108,6321
GB52957,50,28,32,22,26,26,1176
GB52958,208,100,128,70,98,74,1098
GB52959,0,0,0,0,0,0,225
GB52960,0,0,0,0,0,0,96
GB52961,0,0,0,2,0,0,102
GB52962,130,102,132,62,180,174,1086
GB52963,2,0,0,0,2,0,312
GB52964,0,0,0,0,0,0,228
GB52965,0,0,0,0,0,0,135
GB52966,0,0,0,0,0,0,774
GB52967,0,0,0,0,0,0,891
GB52968,0,0,0,0,0,0,399
GB52969,0,0,0,0,0,0,819
GB52970,0,0,0,0,0,0,798
GB52971,0,2,2,2,0,2,282
GB52972,0,0,0,0,0,0,423
GB52973,1468,1266,1158,1160,1286,930,6393
GB52974,2644,1592,1992,1944,1580,1700,9150
GB52976,9060,8076,8268,7478,6330,5802,1017
GB52977,1004,1032,1038,932,946,990,1291
GB52978,554,664,648,728,820,924,3624
GB52979,416,350,346,386,444,364,5179
GB52980,868,968,1034,952,784,774,2818
GB52981,456,622,568,508,512,492,2103
GB52983,14754,12236,12936,12798,13512,12474,14591
GB52986,2170,2682,1970,2028,3240,1974,1899
GB52988,48,76,80,72,60,76,2640
GB52989,736,660,884,608,470,534,7655
GB52990,230,286,328,246,242,200,2181
GB52991,248,258,284,236,232,222,2543
GB52992,2628,2230,1738,3256,962,792,11490
GB52994,726,732,646,800,1140,968,2329
GB52995,734,542,620,706,950,1326,2841
GB52996,20,18,22,22,20,26,2451
GB52997,2352,1362,1814,2974,2212,2004,12697
GB52998,4,2,2,2,4,2,840
GB52999,17278,10330,12618,12874,8074,14544,5273
GB53000,8920,8840,9336,9992,12010,13638,2509
GB53001,1004,730,712,870,866,714,6656
GB53002,230,170,282,80,52,108,8955
GB53004,0,0,0,0,0,0,414
GB53005,856,1004,822,882,992,918,1041
GB53006,940,388,450,392,212,294,12215
GB53007,0,0,0,0,0,0,324
GB53009,12,6,8,4,2,4,4446
GB53010,1502,1498,1732,1864,3224,2310,922
GB53011,348,366,368,358,370,344,3978
GB53012,3478,2124,3188,2018,1532,2188,12478
GB53013,1202,620,846,890,1114,1366,6930
GB53015,1268,690,738,1228,1478,872,1327
GB53016,1638,854,842,1466,1142,868,5241
GB53018,92,116,126,120,128,158,2900
GB53019,192,218,190,186,230,198,1920
GB53020,58,62,62,60,74,58,1821
GB53021,190,184,208,212,204,248,4566
GB53023,980,1284,1092,2300,2686,4108,2091
GB53024,54,64,54,76,126,128,498
GB53025,54,86,84,72,52,62,1372
GB53026,48,42,26,46,80,62,3214
GB53027,6,12,12,10,8,6,1967
GB53028,52,48,54,48,88,102,3372
GB53029,628,708,672,640,570,568,3774
GB53031,1380,1844,1610,1514,1450,1848,1189
GB53032,1022,1104,1136,1174,1266,1176,3212
GB53034,1948,1868,1898,2156,1938,2538,5574
GB53035,1468,1668,1522,1384,1286,1496,8305
GB53036,820,768,644,748,680,556,5979
GB53037,622,870,652,524,1408,472,996
GB53038,26246,24656,23788,27470,27698,30964,14525
GB53043,1534,1848,1560,2226,2738,3160,4890
GB53044,2,2,2,4,2,4,242
GB53045,846,822,954,1408,1520,1664,4661
GB53046,810,566,766,946,560,796,3645
GB53048,36,22,30,24,28,28,3005
GB53049,0,0,0,0,0,0,159
GB53050,0,0,0,0,0,0,231
GB53051,38,30,52,18,18,18,6098
GB53055,16,18,26,6,4,4,2615
GB53056,0,0,0,0,0,0,183
GB53057,4,2,2,2,2,2,324
GB53058,0,0,0,0,0,0,225
GB53059,0,0,0,0,0,0,831
GB53060,0,2,2,2,2,2,801
GB53061,2,0,0,2,2,2,472
GB53062,4644,3744,4316,4000,2964,3784,5779
GB53063,34,30,28,26,22,24,222
GB53064,1578,956,1250,952,1872,1626,6887
GB53065,21214,24536,23202,23186,25648,29238,1055
GB53066,722,994,972,900,934,1038,5100
GB53067,452,392,392,520,536,448,949
GB53068,424,778,594,502,656,564,1762
GB53069,76,80,102,90,108,128,601
GB53070,2068,1994,2150,2672,3118,5590,6575
GB53073,20,14,12,12,14,10,5400
GB53074,0,0,0,0,2,0,177
GB53075,0,0,0,0,0,0,156
GB53077,918,800,962,826,386,560,1181
GB53078,0,0,0,2,2,2,657
GB53079,226,272,286,258,252,278,2195
GB53080,1094,1088,1166,1510,1916,2166,1599
GB53081,14,12,12,14,20,18,1285
GB53082,22,50,48,28,32,38,1941
GB53083,542,564,496,454,408,360,5825
GB53085,38,62,58,46,60,62,699
GB53086,2182,2132,2138,2478,3208,3118,5984
GB53087,2,2,4,2,2,2,369
GB53088,1938,3090,2518,2288,1880,1828,1923
GB53089,1084,1194,1106,1074,1016,992,4958
GB53090,644,914,948,822,980,1062,1583
GB53091,772,770,746,768,932,758,807
GB53092,316,294,336,226,144,130,2454
GB53093,848,1000,868,932,1072,1002,3049
GB53094,10,10,24,2,4,6,1702
GB53096,6,2,6,2,4,4,2456
GB53097,0,0,0,0,0,0,201
GB53098,0,2,0,2,2,2,975
GB53099,498,338,456,294,86,182,7800
GB53101,692,894,702,602,700,516,1023
GB53103,10,8,8,10,4,10,1347
GB53104,688,442,254,694,1026,614,14070
GB53105,16,4,10,16,4,12,2650
GB53106,0,0,0,0,0,0,225
GB53107,0,0,0,0,0,0,372
GB53108,0,0,0,0,0,0,259
GB53110,56,58,54,100,10,86,2621
GB53111,0,0,0,0,2,0,162
GB53112,4,2,2,2,2,4,630
GB53113,2,2,2,2,2,2,663
GB53114,0,0,0,0,2,2,354
GB53115,0,0,0,0,0,0,824
GB53116,2,2,0,2,2,2,1534
GB53117,116,42,56,34,14,12,2908
GB53119,0,2,0,2,2,12,508
GB53120,2,2,0,2,0,2,777
GB53121,0,0,0,0,0,0,147
GB53122,8,6,10,2,2,4,7600
GB53124,5082,4248,5590,8050,9392,13984,8481
GB53126,240,290,248,256,164,144,6682
GB53127,520,636,722,720,526,882,1821
GB53129,1518,2068,1962,1978,2398,2360,2102
GB53132,2936,2856,3032,3422,4218,4192,2650
GB53133,730,658,654,724,832,790,5244
GB53134,1414,1710,1704,1286,1550,1140,5772
GB53136,462,590,636,518,516,442,1900
GB53137,2,2,2,2,2,2,1593
GB53138,1932,2858,1878,2338,3522,3398,1974
GB53139,502,336,388,300,358,286,2805
GB53140,700,926,816,886,796,880,6496
GB53141,5862,4108,4234,6010,7168,5464,990
GB53142,16,32,26,18,38,34,3304
GB53143,246,302,288,360,256,292,3436
GB53144,848,858,950,1104,872,1074,5772
GB53146,530,608,592,664,734,806,5884
GB53147,312,390,368,314,312,250,2462
GB53148,68,44,40,54,32,20,6264
GB53149,690,618,562,522,456,352,3565
GB53150,1610,1280,1180,1180,974,726,4243
GB53151,60,48,64,56,64,54,1027
GB53152,642,748,658,630,750,658,1027
GB53154,960,1006,950,952,1026,1066,1859
GB53155,198,156,216,164,152,138,2437
GB53157,4,6,4,8,14,8,1828
GB53159,0,0,0,2,2,2,468
GB53160,34,16,12,52,76,28,2285
GB53161,28,12,22,6,6,4,3936
GB53163,172,82,116,174,214,286,3705
GB53164,1788,1042,1136,984,672,584,10958
GB53170,26,30,36,52,112,196,1163
GB53171,418,486,452,468,518,498,1687
GB53172,310,302,300,282,354,276,2384
GB53173,1496,2348,1732,1740,1516,1392,3741
GB53174,2104,2252,2036,3028,3446,3564,3016
GB53175,0,0,0,0,0,0,1020
GB53176,0,0,0,0,0,0,87
GB53177,586,774,692,596,666,638,1387
GB53178,74,36,30,62,54,34,1968
GB53180,3994,3918,3402,3598,3662,2528,3252
GB53181,6,6,8,12,10,6,519
GB53182,34,26,30,44,26,32,3003
GB53184,142,160,164,118,110,92,741
GB53185,18,22,24,22,14,12,846
GB53186,312,412,338,360,508,428,874
GB53187,0,0,0,0,0,0,213
GB53188,132,164,162,188,140,168,1592
GB53189,118,114,110,116,94,86,1049
GB53190,444,682,676,484,506,560,2285
GB53191,444,482,532,532,600,746,1684
GB53192,176,186,208,222,196,236,1907
GB53193,68,100,100,102,84,118,624
GB53194,10452,9898,9720,10994,14518,13468,563
GB53195,142,258,252,212,208,224,1252
GB53196,192,348,284,226,200,206,2940
GB53197,10,32,28,18,26,20,984
GB53198,0,0,0,0,0,0,186
GB53199,1830,2034,1932,2190,2062,1976,3313
GB53200,0,2,2,2,4,2,579
GB53202,6044,3856,4264,4668,3998,3680,15741
GB53207,14,20,24,14,8,12,2187
GB53208,420,352,334,262,330,234,1449
GB53209,28,104,54,66,918,520,4542
GB53210,398,270,302,390,340,470,3145
GB53212,0,0,0,2,2,2,162
GB53213,0,0,0,2,2,0,267
GB53215,0,0,0,0,0,0,222
GB53217,0,0,0,0,0,0,261
GB53218,6,2,4,4,4,4,438
GB53219,6544,6554,5848,6572,11416,8192,641
GB53220,1224,812,862,1034,1338,874,4700
GB53221,358,142,336,446,192,590,2100
GB53222,646,806,726,746,804,896,1782
GB53223,128,128,122,120,84,84,2209
GB53224,38,20,24,30,34,24,1007
GB53225,22,6,12,8,10,8,1998
GB53226,0,0,0,0,0,0,110
GB53228,424,512,484,436,450,478,2177
GB53229,260,230,240,212,228,200,1988
GB53230,192,234,224,308,398,304,2900
GB53231,608,570,642,544,422,470,4962
GB53232,0,0,0,0,0,0,99
GB53233,20,14,14,16,24,20,3031
GB53235,110,106,94,154,412,94,1385
GB53236,140,154,146,144,170,134,1621
GB53237,900,1092,952,848,728,544,3675
GB53238,164,232,246,182,146,142,1791
