#ID,2dD,2dQ,2dW,4dD,4dQ,4dW,geneLength
GB47043,4078,6006,4216,3570,5488,3190,4370
GB47044,12,10,10,18,26,24,1129
GB47045,730,744,804,728,778,772,1967
GB47046,300,176,254,326,606,246,1975
GB47047,328,186,198,322,198,240,4073
GB47049,2680,1310,1692,2050,1304,1776,9000
GB47050,38,34,36,30,32,26,973
GB47053,10,4,6,4,4,6,1438
GB47054,456,612,512,376,402,328,1213
GB47055,448,282,438,306,196,260,1725
GB47056,12646,10380,9744,10822,10598,9896,6737
GB47060,632,404,646,704,532,764,6248
GB47062,140,92,114,116,112,162,784
GB47064,142,134,106,166,108,82,2700
GB47066,0,0,0,0,0,0,984
GB47067,0,0,0,0,0,0,411
GB47068,0,0,0,0,0,0,1143
GB47069,0,0,0,0,0,0,639
GB47070,0,0,0,0,0,0,591
GB47071,0,0,0,0,0,0,96
GB47072,0,0,0,0,0,0,504
GB47073,708,476,602,684,914,878,3161
GB47075,248,156,214,258,398,458,5469
GB47076,298,326,414,406,370,614,2196
GB47077,6106,3870,4934,5766,3946,7508,7582
GB47078,0,0,0,0,0,0,96
GB47082,88,126,124,102,104,164,1458
GB47083,598,232,322,686,350,732,2694
GB47084,0,0,0,0,0,0,81
GB47085,0,0,2,2,2,2,417
GB47087,0,0,0,0,0,0,135
GB47088,0,0,0,0,0,0,279
GB47089,268,242,314,278,248,290,2438
GB47090,4,2,6,2,2,2,1321
GB47091,646,572,772,826,522,782,5598
GB47092,64,44,48,50,116,78,1429
GB47093,300,364,358,354,476,474,1038
GB47094,118,74,136,72,42,64,2394
GB47096,1480,1694,1490,1450,1316,1234,4421
GB47097,506,768,646,654,736,748,1724
GB47098,1712,1568,1536,2082,1600,1464,9036
GB47100,4782,4926,4794,5102,6146,5550,8051
GB47102,1348,1580,1344,1556,1712,1558,3344
GB47103,8006,9094,8168,9378,11124,10970,1818
GB47104,1188,998,1340,1680,3030,2562,580
GB47105,450,658,734,480,400,478,2606
GB47106,3450,4210,3540,3922,4222,3786,2610
GB47107,96,118,84,182,264,204,1614
GB47108,944,1122,1202,1102,1028,1296,3615
GB47110,2948,3892,4384,3600,2868,3790,4652
GB47112,340,356,452,412,364,454,2798
GB47113,5584,4874,5322,4924,4290,5040,9351
GB47114,6236,7128,7070,7912,8496,9254,2218
GB47115,362,288,276,414,442,448,797
GB47116,1452,3250,2596,1944,34,1826,641
GB47117,0,0,0,0,0,0,78
GB47118,292,302,158,390,54,40,7784
GB47119,140,62,58,70,1100,78,13094
GB47121,4,2,2,2,2,2,1479
GB47122,4,2,2,2,6,2,1206
GB47123,12,4,4,10,20,2,1368
GB47124,0,0,0,0,0,0,840
GB47125,0,0,0,0,0,0,702
GB47126,0,0,0,0,4,2,453
GB47127,0,0,0,0,0,0,957
GB47128,0,2,0,0,0,0,408
GB47129,0,0,0,0,0,0,603
GB47130,0,0,0,0,0,0,114
GB47131,36,36,46,48,38,62,1150
GB47132,0,0,0,0,0,0,746
GB47133,2,2,2,2,2,2,975
GB47134,1022,1272,1136,1364,1394,1506,2503
GB47135,630,464,712,494,592,838,3086
GB47137,56,62,68,70,88,78,462
GB47138,284,166,206,198,202,372,11549
GB47140,650,258,482,2086,1852,2828,2901
GB47141,164,124,232,164,54,44,1831
GB47142,568,478,496,960,1094,1048,1943
GB47143,154,198,222,224,152,204,1366
GB47144,0,0,0,0,0,0,195
GB47145,2,2,0,2,2,2,264
GB47147,2,2,2,2,2,2,204
GB47148,22,12,32,6,2,10,2662
GB47149,0,0,0,0,0,0,207
GB47150,0,0,0,0,0,0,144
GB47151,396,388,366,348,374,300,2391
GB47152,2,2,2,2,2,2,168
GB47153,294,380,320,366,358,276,827
GB47154,0,0,0,0,0,0,573
GB47155,0,0,0,0,2,0,171
GB47156,0,0,0,0,0,0,162
GB47157,0,0,0,0,0,0,561
GB47158,0,0,0,0,0,0,303
GB47159,450,430,478,540,392,386,1498
GB47160,324,336,332,306,380,282,2128
GB47161,48,62,56,50,62,50,964
GB47162,112,142,172,116,90,108,1788
GB47163,0,0,0,0,0,0,894
GB47164,0,0,0,0,0,0,129
GB47165,0,0,2,2,12,20,1190
GB47166,0,0,0,0,0,0,246
GB47167,2,4,4,4,2,2,739
GB47168,0,0,0,0,0,0,672
GB47169,0,0,0,0,0,0,315
GB47170,0,0,0,0,0,0,414
GB47171,2,0,0,2,0,0,243
GB47172,0,0,0,0,0,0,219
GB47173,0,0,0,0,0,0,210
GB47174,0,0,0,0,0,0,180
GB47175,0,0,0,0,0,0,282
GB47176,254,354,274,340,514,340,291
GB47177,188,256,292,230,210,240,2643
GB47178,486,768,772,586,590,690,1626
GB47179,86,104,140,104,96,196,5295
GB47180,178,172,172,154,158,118,1260
GB47181,976,1200,890,974,1562,908,914
GB47182,828,934,944,832,714,754,4887
GB47183,4,4,4,4,2,4,452
GB47184,230,298,280,294,270,274,3132
GB47185,24,28,42,18,20,20,3834
GB47186,284,408,408,352,372,378,5356
GB47187,168,224,208,216,234,200,2507
GB47188,2886,2880,2606,3212,3542,3432,7529
GB47190,32,26,42,16,14,20,10282
GB47191,206,292,274,218,266,212,1731
GB47192,396,540,462,506,710,616,1425
GB47193,1046,1154,1094,994,1020,950,6175
GB47195,154,198,212,142,130,134,3383
GB47196,0,0,0,0,0,0,801
GB47197,0,0,0,0,0,0,321
GB47198,0,0,0,0,0,0,261
GB47199,506,700,682,648,756,714,1506
GB47201,1290,1352,1336,1324,1482,1268,3627
GB47202,762,942,712,768,758,690,2607
GB47203,378,360,384,374,516,508,3765
GB47204,1050,1276,1308,1058,868,848,4471
GB47206,48,104,98,80,58,108,378
GB47207,16,20,20,24,30,32,312
GB47208,1248,1226,1184,1200,1074,1004,5565
GB47210,50,28,34,52,14,20,1372
GB47212,64,118,122,96,84,94,858
GB47213,0,0,0,0,2,0,207
GB47214,1836,1986,1974,1882,1786,2022,8745
GB47216,164,512,172,146,638,128,1647
GB47219,0,0,0,2,2,2,348
GB47220,18760,11370,12928,13384,6476,6886,9916
GB47225,2,2,2,2,2,2,297
GB47226,702,1120,1020,762,558,524,3376
GB47227,6572,6680,6218,6902,10630,8458,1099
GB47229,32,34,40,44,30,40,2094
GB47230,364,450,438,424,388,376,4161
GB47231,1078,1342,1052,1080,1104,732,5664
GB47232,214,276,284,224,224,242,3418
GB47234,1372,912,858,670,546,478,5725
GB47235,76,58,72,84,66,88,2101
GB47236,1998,2332,2320,2230,2082,2112,8131
GB47237,194,138,128,186,182,148,4560
GB47238,726,770,584,726,948,872,1168
GB47239,1000,772,784,842,718,672,6428
GB47241,518,338,396,366,376,314,8741
GB47247,1238,1292,1192,1664,1972,2076,1161
GB47248,102,126,110,94,98,86,814
GB47249,388,420,356,364,352,288,3322
GB47250,448,522,494,424,462,406,2077
GB47251,0,0,0,0,0,0,192
GB47252,0,0,0,0,0,0,228
GB47253,2,0,0,0,0,0,222
GB47254,2428,944,1248,1174,1026,600,6859
GB47256,0,0,0,0,0,0,162
GB47259,888,740,810,844,1030,858,1325
GB47260,1374,1534,1616,1486,1598,1722,3547
GB47262,0,0,0,0,0,0,135
GB47263,2,0,2,0,2,2,462
GB47264,10,6,8,18,14,8,1135
GB47265,0,0,0,0,0,0,149
GB47266,74,120,114,108,118,130,542
GB47267,148,100,100,222,364,348,3375
GB47268,2876,3948,3080,4396,8730,6716,1574
GB47269,880,900,1200,722,564,690,3847
GB47270,10,0,2,2,12,2,1736
GB47271,818,980,878,880,838,736,5914
GB47272,458,688,494,468,636,410,1292
GB47273,46,50,42,70,64,80,2070
GB47274,1562,1404,1534,880,342,916,6915
GB47275,0,2,0,0,0,0,444
GB47277,924,742,724,620,586,418,5366
GB47278,128,228,140,124,140,72,3076
GB47279,520,710,688,1392,2120,1576,1588
GB47280,314,306,296,312,336,292,5052
GB47281,2240,2398,1978,2448,2676,2232,6443
GB47283,48,60,54,56,80,66,750
GB47284,2794,3128,2790,2878,3504,3150,1509
GB47285,2070,3052,2482,2340,2446,2596,3050
GB47286,0,0,0,0,0,0,114
GB47287,0,0,0,0,0,0,93
GB47288,0,2,0,2,0,0,204
GB47289,2,2,0,0,2,0,252
GB47290,0,0,0,0,0,0,81
GB47291,0,0,0,0,0,0,99
GB47292,0,0,0,0,0,0,120
GB47295,1994,2580,2272,2188,1864,1718,4545
GB47297,0,0,0,0,0,0,138
GB47298,0,0,0,0,0,0,78
GB47299,6224,5694,4708,6550,11068,6428,1769
GB47300,1784,334,368,1034,862,330,3600
GB47301,2838,5688,2790,902,3654,1864,5818
GB47303,5396,2644,4146,8148,10110,23738,2979
GB47304,322,468,396,662,782,1026,776
GB47305,2648,2350,2304,1982,2002,1548,2375
GB47306,202,298,260,316,322,352,3532
GB47307,124,154,170,110,86,82,3376
GB47308,1382,1468,1486,1470,1350,1432,10613
GB47309,424,448,644,262,242,250,5957
GB47310,164,158,150,128,156,142,1045
GB47311,210,280,256,238,330,306,1159
GB47313,8944,10000,9332,8520,9820,7672,3699
GB47315,66,106,106,112,120,134,1238
GB47316,0,0,0,0,0,0,864
GB47317,0,0,0,0,0,0,321
GB47318,0,0,0,0,2,0,162
GB47319,564,338,392,328,250,262,3804
GB47320,258,376,434,356,326,444,1808
GB47322,12376,8276,9544,9072,9998,9446,2687
GB47324,20,36,42,26,18,20,1024
GB47326,378,256,332,536,266,434,1374
GB47328,824,944,942,814,940,782,1376
GB47329,810,820,860,832,950,886,2731
GB47330,524,366,366,394,170,100,2537
GB47331,390,426,388,402,534,440,961
GB47332,200,348,306,240,262,262,3484
GB47333,196,364,296,234,262,234,1528
GB47334,288,308,302,264,232,232,1924
GB47335,188,216,190,146,134,102,999
GB47336,10754,11706,12702,21656,24100,34968,1897
GB47338,58,52,82,116,146,212,2052
GB47339,202,242,216,272,218,274,4143
GB47340,232,302,284,262,286,278,2690
GB47342,26,24,26,20,18,22,1423
GB47343,368,408,430,354,370,418,2717
GB47345,378,342,332,390,406,390,1215
GB47346,554,334,310,370,516,386,3820
GB47347,44,64,76,54,56,56,912
GB47348,198,166,236,142,130,120,4204
GB47349,368,544,518,596,478,662,1400
GB47350,990,760,800,884,924,750,10675
GB47352,1086,666,770,732,568,634,8442
GB47354,56,36,52,46,44,44,2213
GB47355,0,0,0,0,0,0,213
GB47356,398,408,340,814,1164,990,2390
GB47361,0,0,0,0,0,0,294
GB47362,2,2,2,2,2,2,369
GB47363,0,0,0,0,0,0,156
GB47364,0,0,0,0,0,0,528
GB47365,2,0,0,0,0,0,225
GB47366,0,0,0,0,0,0,1050
GB47367,46,44,42,40,32,38,695
GB47368,2464,1394,1486,1390,864,1024,8231
GB47369,2,0,2,0,2,2,237
GB47373,660,382,640,434,188,236,7219
GB47374,0,0,0,0,0,0,234
GB47377,2,2,2,2,0,0,204
GB47378,132,96,110,108,142,128,3935
GB47380,114,98,82,162,170,86,411
GB47381,94,70,54,122,196,66,375
GB47382,712,722,332,894,1836,512,312
GB47383,522,508,488,450,478,402,2033
GB47384,0,0,0,0,0,0,186
GB47385,16,4,4,12,6,6,1200
GB47386,0,0,0,0,0,0,108
GB47387,456,414,408,466,504,582,6923
GB47389,3494,5596,4050,4166,5706,4248,3147
GB47390,240,348,312,270,300,290,1035
GB47391,676,832,722,614,564,482,10352
GB47392,80,76,86,80,104,76,915
GB47393,252,298,300,316,248,272,2910
GB47394,1470,1282,1680,1720,1412,2004,4567
GB47396,29718,28708,27810,25982,25120,23494,3937
GB47399,1708,1122,1152,1558,4130,2328,3787
GB47400,16,8,10,4,6,4,1185
GB47401,40,16,28,14,14,12,1928
GB47402,0,0,0,0,2,0,1017
GB47403,0,0,0,0,0,0,447
GB47404,0,0,0,0,0,0,90
GB47405,7942,8282,8146,12284,10814,11896,5291
GB47406,322,270,226,256,282,120,312
GB47407,112,98,66,118,186,64,312
GB47408,166,146,134,172,212,72,372
GB47409,158,230,192,192,210,212,2510
GB47411,1762,1472,1362,1628,1868,2092,2969
GB47412,342,290,266,242,234,180,3602
GB47414,1366,1412,1448,1180,1316,1010,6335
GB47415,914,898,1102,1474,1666,2342,2605
GB47416,1712,1548,1556,1324,1406,1046,4623
GB47418,1222,1060,1162,938,778,728,6195
GB47420,612,724,662,552,582,446,4907
GB47422,818,778,796,706,682,592,6743
GB47423,670,628,778,630,688,694,4515
GB47424,370,304,454,240,214,222,7013
GB47426,2,2,4,4,4,4,231
GB47427,176,206,210,200,212,238,2935
GB47428,354,332,364,346,318,282,4134
GB47429,16,12,8,48,10,40,5717
GB47430,2040,2060,1858,2186,2790,2370,2059
GB47431,2730,2760,2392,2698,3230,2664,1011
GB47432,258,258,286,374,462,592,1868
GB47433,8612,10036,10292,9616,12124,11738,707
GB47434,150,188,166,170,176,158,2542
GB47435,502,556,494,432,398,300,3725
GB47436,622,708,776,770,942,976,1885
GB47437,242,162,158,162,106,60,1866
GB47438,298,200,246,158,76,74,1550
GB47439,1044,806,972,852,486,640,4353
GB47440,1260,1512,1284,1276,1562,1084,3242
GB47441,956,1166,1084,1300,1158,1328,1878
GB47443,1800,1456,1450,1220,1242,852,6438
GB47444,0,0,0,0,0,0,81
GB47445,12,6,6,12,16,16,879
GB47447,48,36,40,28,34,28,1683
GB47448,0,0,0,0,0,0,153
GB47449,1002,1142,1010,926,816,666,5899
GB47450,466,606,602,618,648,678,2250
GB47451,24,28,28,34,34,34,1825
GB47452,4412,4944,3660,4604,4624,3934,13680
GB47454,2674,3170,2936,2720,2684,2824,5831
GB47458,100,126,128,114,106,116,1591
GB47459,220,296,286,218,162,162,5115
GB47460,1090,1024,1018,622,580,356,2128
GB47461,352,470,462,406,392,394,3841
GB47462,12268,15522,15478,17570,17276,26410,2168
GB47463,838,870,716,790,748,660,2081
GB47464,370,372,334,340,392,360,615
GB47466,1030,896,920,980,1034,966,4656
GB47467,106,98,116,116,90,162,6983
GB47469,282,330,318,236,260,176,1316
GB47470,1094,438,546,380,278,182,17292
GB47471,0,2,2,2,2,2,2589
GB47472,288,382,364,346,370,360,1259
GB47473,0,0,0,0,2,0,216
GB47474,2114,3216,2236,2800,4152,3986,2075
GB47475,24,20,16,16,42,34,706
GB47476,454,536,642,286,202,204,5089
GB47477,408,502,490,464,576,506,7137
GB47478,1008,1274,996,1616,2360,2420,2354
GB47479,2,2,2,2,2,2,312
GB47480,104,144,156,138,122,142,765
GB47482,812,1346,1004,1018,988,744,1116
GB47483,12,8,8,10,10,6,375
GB47484,38,58,66,50,36,46,520
GB47485,8,2,4,8,2,4,381
GB47486,286,288,178,308,368,148,411
GB47487,56,112,108,74,84,72,1022
GB47488,1006,1164,1332,534,392,304,3355
GB47489,606,684,708,682,624,728,1700
GB47490,52,30,44,16,16,16,3560
GB47491,0,0,0,0,2,0,183
GB47493,1484,906,944,1370,2726,2200,3804
GB47495,178,256,262,286,346,500,4002
GB47496,242,200,226,214,252,234,4997
GB47498,4396,4166,4592,3364,2820,5158,13127
GB47500,7390,7836,7070,7726,10836,8172,1663
GB47502,3674,3114,3128,4104,4396,4716,3332
GB47503,10600,7588,7120,9022,11776,11226,4346
GB47504,386,442,204,548,820,242,411
GB47505,224,226,138,298,648,198,372
GB47506,560,412,342,498,812,370,1388
GB47507,16,10,12,14,8,6,375
GB47508,2,0,2,2,2,2,477
GB47509,0,0,0,0,0,0,180
GB47510,8328,5288,4972,5984,1024,1184,13471
GB47511,2,4,6,2,2,4,1159
GB47514,318,278,284,254,248,196,2402
GB47516,42,38,66,12,12,14,4161
GB47518,56,32,66,12,6,14,5240
GB47519,0,2,0,0,0,2,168
GB47520,92,132,186,132,448,726,1774
GB47522,0,0,0,0,0,0,264
GB47523,0,0,0,0,0,0,216
GB47524,0,0,0,0,0,0,234
GB47525,8,4,6,8,8,8,738
GB47526,0,0,0,0,0,0,126
GB47527,14,16,8,28,22,40,1656
GB47528,0,0,0,0,0,0,675
GB47529,0,0,0,2,0,0,81
GB47530,0,0,0,0,0,0,126
GB47531,0,0,0,0,0,0,150
GB47532,0,0,0,0,0,0,261
GB47533,0,0,0,0,0,2,384
GB47534,0,0,0,0,0,0,141
GB47535,8,6,4,4,4,4,933
GB47536,4,2,2,2,2,2,558
GB47537,0,0,0,0,0,0,327
GB47538,726,740,758,974,1252,1194,2479
GB47540,1592,1892,1822,1948,2044,2202,2358
GB47541,4,18,12,18,6,2,153
GB47542,4326,4056,3422,4020,5498,4716,979
GB47543,500,266,376,492,410,554,3692
GB47544,0,0,0,0,0,0,114
GB47545,728,426,390,480,596,318,1484
GB47546,20,2,4,2,28,22,1101
GB47547,276,396,350,258,186,174,4571
GB47549,20,14,14,32,30,24,3837
GB47550,56,42,36,74,10,10,3279
GB47551,1436,928,1056,972,810,788,5819
GB47552,606,692,648,722,892,784,1265
GB47553,1972,2522,2220,2840,5126,4132,1269
GB47554,1242,1268,1414,1128,916,792,1742
GB47555,0,0,0,2,2,0,174
GB47556,1326,996,1098,844,648,812,3561
GB47557,58,60,52,32,56,46,2100
GB47558,10,8,8,6,10,4,797
GB47559,2,0,0,2,0,2,165
GB47560,2,2,0,2,2,0,222
GB47563,20,12,16,22,16,404,1134
GB47564,4,2,4,4,2,8,312
GB47565,60,32,52,138,36,4250,1041
GB47567,254,284,324,342,322,332,1198
GB47568,1022,868,828,1002,768,678,4945
GB47569,38,26,20,30,28,18,819
GB47570,308,384,384,374,310,422,2787
GB47571,182,214,254,202,114,182,2776
GB47572,3876,5724,4570,4642,4396,4486,5193
GB47573,5010,6274,5334,5052,5258,4932,2081
GB47574,402,768,660,826,904,1392,697
GB47575,1210,1358,1338,1412,1506,1610,3320
GB47577,618,814,742,610,688,596,2784
GB47579,250,188,220,298,296,320,3942
GB47581,4914,2650,3740,3390,5290,9154,7754
GB47582,0,0,0,0,0,0,81
GB47585,6,4,4,6,6,22,1169
GB47587,10,8,6,10,16,28,2193
GB47589,2106,2290,2234,1830,1490,1694,5243
GB47590,7278,8390,8326,8260,10866,10756,688
GB47591,404,510,494,426,388,446,1474
GB47592,46,60,48,52,96,70,634
GB47593,518,496,454,472,560,472,1766
GB47594,812,1100,938,820,874,780,1844
GB47595,28,26,36,28,20,38,1818
GB47596,302,450,464,314,246,280,7360
GB47597,2,2,2,2,2,2,144
GB47598,2,2,2,2,2,2,1604
GB47599,782,858,666,814,966,716,3655
GB47600,2,2,2,2,2,2,982
GB47601,148,122,98,116,132,94,1564
GB47602,206,204,218,226,240,218,1446
GB47603,622,692,706,848,1034,1168,1196
GB47605,144,176,176,154,150,170,866
GB47606,186,242,236,236,280,280,948
GB47607,884,824,732,846,402,518,2162
GB47609,0,2,2,2,2,2,410
GB47610,1768,1656,1498,2018,4194,2466,796
GB47611,16,34,24,18,20,22,1487
GB47612,82,124,102,94,104,112,336
GB47613,3106,2138,2124,2692,2986,2202,6030
GB47617,21230,24724,21182,23494,30232,27520,1876
GB47618,0,0,0,0,0,2,315
GB47619,0,0,0,0,0,0,105
GB47620,0,0,0,0,0,0,84
GB47623,4,6,4,2,2,2,1241
GB47624,6,6,4,8,12,6,3360
GB47625,302,226,286,298,374,560,4973
GB47626,190,246,204,250,266,246,3393
GB47627,606,688,630,578,470,432,2491
GB47628,10048,9382,10300,9004,7324,8694,13881
GB47629,562,970,804,910,1108,1384,632
GB47630,398,496,490,500,564,548,2225
GB47631,346,450,506,448,412,518,6400
GB47632,324,410,450,388,316,342,2898
GB47633,342,308,230,416,234,184,3193
GB47634,0,2,0,0,2,2,564
GB47635,4896,5070,4770,4910,5582,4596,4858
GB47636,408,392,452,566,510,854,1913
GB47637,40,50,66,50,32,46,2646
GB47638,762,776,694,860,1114,938,759
GB47642,106,62,96,78,66,268,3543
GB47643,0,0,0,0,0,0,183
GB47645,68,38,32,76,40,46,3501
GB47647,18,12,10,22,6,14,1545
GB47648,6,4,2,10,4,4,1600
GB47649,792,912,1142,792,630,720,3402
GB47650,72,70,76,76,182,108,1283
GB47651,1300,1368,1430,1750,1874,2056,3947
GB47653,0,0,0,0,0,2,102
GB47654,1606,988,1058,1254,970,996,10218
GB47655,166,208,194,184,192,172,1589
GB47656,72,60,108,252,108,402,694
GB47657,1542,1544,1526,1358,1276,1250,1817
GB47658,326,332,306,356,494,380,1413
GB47659,368,446,440,400,434,448,3589
GB47661,1044,824,856,788,624,372,4252
GB47662,16,10,14,10,10,16,1796
GB47663,18,22,22,16,16,16,906
GB47664,490,706,654,612,722,746,3616
GB47667,528,558,548,534,474,432,3902
GB47668,308,354,360,608,632,494,3744
GB47669,9724,6686,6914,7900,4512,5182,5487
GB47671,340,228,214,310,58,200,3392
GB47672,0,0,0,0,0,0,105
GB47676,0,0,0,0,0,0,147
GB47677,0,0,0,0,0,0,150
GB47678,126,78,84,104,76,76,3618
GB47679,1980,1980,1950,2394,4874,3278,776
GB47680,1072,948,922,1122,1368,1058,6100
GB47682,494,662,656,594,614,650,1222
GB47683,368,372,378,414,464,418,4127
GB47684,0,0,0,0,0,0,90
GB47685,2,0,0,2,0,0,306
GB47686,54,40,56,40,30,32,5265
GB47687,692,860,808,766,826,644,2356
GB47688,394,412,376,416,332,308,7801
GB47689,296,450,380,322,424,368,1374
GB47690,0,2,0,2,0,2,291
GB47691,0,2,2,2,2,2,513
GB47692,0,0,0,0,0,0,78
GB47693,184,166,132,206,278,680,2521
GB47697,0,0,0,0,0,0,132
GB47698,0,0,0,0,0,0,108
GB47699,76,44,80,116,78,702,9705
GB47701,4,4,4,6,4,22,2082
GB47702,2,2,2,4,2,10,234
GB47703,22,8,8,16,8,22,512
GB47705,2,2,2,2,4,2,792
GB47706,0,0,0,0,0,0,501
GB47707,2,2,2,2,2,2,210
GB47708,0,0,0,0,0,0,243
GB47709,0,0,0,0,2,0,138
GB47710,0,0,0,0,0,0,456
GB47711,2,2,0,2,2,2,219
GB47712,102,62,82,118,292,164,7332
GB47717,2930,1484,1760,5848,4760,6460,9129
GB47719,904,1128,1242,1036,866,1166,2805
GB47720,90,96,98,110,60,74,2269
GB47721,24,24,28,22,34,48,2587
GB47723,86,124,82,154,312,316,2468
GB47724,172,224,234,238,264,312,1283
GB47725,50,50,64,44,22,42,1054
GB47726,342,206,270,478,208,240,5841
GB47728,90,68,88,98,44,62,6818
GB47731,1080,1372,1212,836,640,524,6083
GB47734,436,462,430,450,570,474,2501
GB47735,1862,1808,1696,1872,1496,1410,3408
GB47737,418,318,264,352,1148,1934,16639
GB47738,4,2,2,4,2,6,583
GB47740,128,72,164,114,48,48,1872
GB47741,3220,2854,3272,2788,2810,2674,1938
GB47742,1412,988,1136,1252,1230,1260,5573
GB47744,470,514,548,520,554,586,2936
GB47745,1116,1218,1288,1310,1734,1644,1293
GB47746,680,748,772,766,826,900,3811
GB47747,13182,15400,14936,15190,18278,18874,1169
GB47748,160,182,180,198,206,190,3235
GB47749,704,548,470,738,476,1036,4511
GB47751,14,16,20,8,4,6,2936
GB47752,98,270,204,118,14,120,1599
GB47753,176,202,218,180,174,164,1100
GB47754,198,268,262,320,406,488,1050
GB47755,0,0,0,0,2,0,558
GB47756,0,0,0,0,0,0,399
GB47757,0,0,0,0,0,0,684
GB47758,0,0,0,0,0,0,369
GB47759,0,0,0,0,0,0,798
GB47760,0,0,0,0,0,0,903
GB47761,0,0,0,0,0,0,1224
GB47762,2,0,0,2,0,2,636
GB47763,0,0,0,0,0,0,384
GB47764,0,0,0,0,0,0,627
GB47765,0,0,0,0,0,0,1164
GB47766,0,0,0,2,2,0,372
GB47767,0,0,2,2,2,2,1263
GB47768,396,388,450,294,262,256,3061
GB47769,654,688,592,536,592,490,3832
GB47771,2,2,2,2,2,2,468
GB47772,142,218,200,164,160,162,964
GB47774,0,0,0,0,0,0,189
GB47775,0,0,0,2,0,0,159
GB47776,0,0,0,0,0,0,138
GB47777,4,2,2,2,2,2,1005
GB47778,0,0,0,0,0,2,189
GB47779,168,142,182,70,104,122,6065
GB47780,0,0,0,0,0,0,138
GB47781,0,2,0,2,0,2,669
GB47782,0,0,0,0,0,0,183
GB47783,34,12,20,26,10,10,2044
GB47784,0,0,0,0,0,0,201
GB47785,0,0,0,0,0,0,523
GB47786,0,0,0,0,0,0,189
GB47787,0,0,0,0,0,2,345
GB47788,354,326,488,168,230,398,9934
GB47789,0,0,0,0,0,0,150
GB47790,0,0,0,0,0,0,177
GB47791,36,66,52,28,226,222,1999
GB47792,0,0,0,0,0,2,303
GB47793,0,2,0,0,0,0,339
GB47794,0,0,0,0,0,0,183
GB47795,0,0,0,0,0,0,201
GB47796,0,0,0,0,0,0,240
GB47797,0,0,0,0,0,0,306
GB47798,0,0,0,0,0,0,165
GB47799,1872,1596,1620,1412,2702,1024,2879
GB47800,0,0,0,2,2,0,372
GB47801,0,0,0,0,0,0,168
GB47802,204,274,256,276,324,348,941
GB47803,528,532,670,802,1078,1372,1292
GB47804,90,98,68,252,138,444,1654
GB47806,40,28,24,24,32,26,4145
GB47807,54,26,38,30,24,26,1817
GB47808,588,556,662,626,698,646,5187
GB47809,0,0,0,0,0,0,549
GB47810,1384,1256,1246,1230,1348,1140,2377
GB47811,1176,1398,1284,1314,1374,1324,7465
GB47813,314,480,456,404,444,452,1800
GB47814,104,132,144,150,146,166,3187
GB47815,228,274,244,254,380,332,2416
GB47816,2316,1850,1904,1854,2006,1646,3116
GB47817,88,102,126,118,156,164,2321
GB47818,106,70,98,44,12,16,1857
GB47820,276,344,296,270,262,240,2589
GB47821,6,6,8,10,14,12,656
GB47822,1002,874,1124,1068,634,1112,1855
GB47824,4,2,2,2,2,2,552
GB47825,12,10,8,12,6,4,563
GB47826,136,188,202,154,120,142,3117
GB47827,5272,4322,5576,4330,3998,3734,4285
GB47829,1632,2038,1972,1702,1566,1398,8518
GB47830,1246,1416,1538,1646,1998,2422,2900
GB47832,498,494,520,604,590,616,1623
GB47833,246,236,220,188,188,154,923
GB47834,346,284,326,318,286,276,947
GB47837,1964,2198,2644,2428,2228,2768,1747
GB47838,2070,874,1426,790,392,410,3976
GB47839,2654,2680,2816,4124,3940,5556,2432
GB47841,1186,1348,1154,1060,1406,1078,3835
GB47843,96,122,130,116,130,140,1139
GB47844,660,734,716,876,820,1126,5466
GB47845,1300,654,844,862,272,302,4831
GB47846,1014,1126,994,942,918,806,4422
GB47847,340,616,482,390,376,336,2517
GB47848,376,376,318,266,134,212,1829
GB47850,0,0,2,0,0,0,114
GB47851,0,0,0,0,0,0,225
GB47852,0,0,0,0,0,0,150
GB47853,0,0,0,0,0,0,294
GB47854,0,2,0,0,0,0,441
GB47855,2,2,2,2,0,2,468
GB47856,0,0,0,0,0,0,111
GB47857,0,0,0,0,0,0,264
GB47858,0,0,0,0,0,0,126
GB47859,0,0,0,0,0,0,855
GB47860,0,0,0,0,0,0,510
GB47861,0,0,0,0,0,0,651
GB47862,0,0,0,0,0,0,189
GB47863,8,4,4,4,4,2,360
GB47864,0,0,0,0,0,0,360
GB47865,0,0,0,0,0,0,1083
GB47866,0,0,0,0,0,0,102
GB47867,0,0,0,0,2,0,963
GB47868,4,2,4,4,16,4,264
GB47869,452,182,326,168,104,134,7126
GB47870,0,0,0,0,0,0,90
GB47871,2,2,4,2,2,2,1820
GB47872,108,42,68,48,14,34,3753
GB47874,22,22,36,6,4,10,2389
GB47875,1430,936,1140,982,574,1212,6578
GB47877,500,784,736,608,614,672,2299
GB47879,608,580,552,706,712,750,6732
GB47880,7012,5586,5256,8388,13538,12182,1044
GB47881,1728,1598,1792,2608,2114,3272,1624
GB47882,398,312,316,316,340,324,2465
GB47883,0,0,0,0,0,0,234
GB47884,300,370,364,320,376,312,1924
GB47885,8,10,10,24,250,292,2706
GB47886,450,406,428,474,766,564,491
GB47887,0,0,0,0,0,0,261
GB47888,724,674,696,860,976,860,5161
GB47889,1520,1448,1258,1662,1836,1554,6730
GB47891,232,176,138,150,112,74,4354
